timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-19T15:08:28,greenai-pipeline,c09d4ddc-402b-4f1a-9eff-18b22da76c59,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.033968296134844,9.67495514807225e-05,1.921934064523375e-05,36.000000000000014,20.418143893744443,54.0,4.5322615671902915e-05,2.8545856169515105e-05,6.797819138970226e-05,0.00014184666323112028,Canada,CAN,nova scotia,,,Linux-5.4.0-204-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2154235839844,machine,N,1.0
