task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_dataset,2025-06-04T09:38:43,variants_train,018fddfa-c390-4cb1-8905-fd3468029f03,6.670187924057245,2.641365025097663e-07,3.959839415401926e-08,3.691524681394969,24.116081700476727,10.0,4.7908929160445785e-05,4.471336910505386e-05,1.848927456109474e-05,0.00011111157282659439,Canada,CAN,quebec,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-71.2,46.8,755.2023086547852,process,N
tokenize_dataset,2025-06-04T09:38:43,variants_train,018fddfa-c390-4cb1-8905-fd3468029f03,0.18574428907595575,1.1614784993881751e-08,6.255581818626446e-08,65.22312159159927,20.597289078039974,10.0,3.3593949097347753e-06,1.061945292590849e-06,4.6453136957198794e-07,4.885871571897612e-06,Canada,CAN,quebec,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-71.2,46.8,755.2023086547852,process,N
load_model,2025-06-04T09:38:44,variants_train,018fddfa-c390-4cb1-8905-fd3468029f03,0.7667068419978023,6.084058721278565e-08,7.935976323913587e-08,89.14669332332093,21.30765168574517,10.0,1.897850046056644e-05,4.537225851919402e-06,2.077454761213933e-06,2.559318107369976e-05,Canada,CAN,quebec,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-71.2,46.8,755.2023086547852,process,N
train_model,2025-06-04T10:40:17,variants_train,018fddfa-c390-4cb1-8905-fd3468029f03,3692.852749432903,0.0005714704062360762,1.5475039097937212e-07,89.12649571450902,209.77302391744652,10.0,0.014953097082468095,0.2151835857578437,0.010257867164739096,0.24039455000505086,Canada,CAN,quebec,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-71.2,46.8,755.2023086547852,process,N
save_model,2025-06-04T10:40:17,variants_train,018fddfa-c390-4cb1-8905-fd3468029f03,0.585149088059552,6.340448464165187e-08,1.0837021352097521e-07,80.92162436737175,74.91257771211211,10.0,1.3039607376121032e-05,1.207528743840669e-05,1.5568144942842976e-06,2.667170930881202e-05,Canada,CAN,quebec,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-71.2,46.8,755.2023086547852,process,N
evaluate_model,2025-06-04T10:44:29,variants_train,018fddfa-c390-4cb1-8905-fd3468029f03,252.01413646701258,5.213336672206569e-05,2.0686689031743456e-07,80.97419655849463,209.10507092795194,10.0,0.006592248599350214,0.014638171988304194,0.0006999840258471932,0.021930404613501625,Canada,CAN,quebec,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-71.2,46.8,755.2023086547852,process,N
