variant,total_kwh,total_kwh_std,runtime_s,runtime_s_std,cpu_kwh,gpu_kwh,ram_kwh,f1,f1_std,accuracy,peak_mem_gb,inference_energy,inference_energy_std,inference_time,throughput_qps,latency_ms,avg_gpu_util,avg_gpu_mem_util,num_runs,eval_time_s,Δtotal_kwh,Δinference_energy,Δeval_time_s,Δruntime_s,Δf1,Δaccuracy,percent_diff_energy,percent_diff_time,percent_diff_eval_time,percent_diff_f1,f1_per_kwh,on_pareto
v19_layer_pruning_16_top,0.16219588519050301,0.0,2549.1738604609855,0.0,0.008268796628920902,0.14684636997700196,0.007080718584580205,0.9945781949183105,0.0,0,0,0,0.0,0,0,0,0,0,1,162.62218123697676,-68.34173641690847,0,-68.53189421057016,-5369.6162451369455,0.0010507529868054588,0,-68.34173641690847,-67.80854364786194,-68.53189421057016,0.10575983535620337,6.131957008343055,True
v20_layer_pruning_16_bottom,0.16176007503393713,0.0,2538.4624342781026,0.0,0.00824712995825424,0.14646198078060202,0.00705096429508089,0.9940415036903347,0.0,0,0,0,0.0,0,0,0,0,0,1,160.82575340208132,-68.42680018281439,0,-68.87951088082738,-5380.327671319828,0.0005140617588297314,0,-68.42680018281439,-67.94380959177565,-68.87951088082738,0.05174107298237782,6.145159758869954,False
v21_layer_pruning_20_top,0.07904672344425764,0.00023398979716905916,1143.0293404810946,3.3119502335708573,0.013058706640429178,0.06281327275057702,0.00317474405325144,0.9927625084039678,0.00025001724101878946,0,0,0,0.0,0,0,0,0,0,2,74.13782808394171,-84.57123617384728,0,-85.65400488790411,-6775.760765116836,-0.0007649335275371483,0,-84.57123617384728,-85.565606295423,-85.65400488790411,-0.07699168591156878,12.559186075613196,True
v22_layer_pruning_20_bottom,0.07927857214083857,0.0003542425147596603,1143.4314848111826,0.07282326138956649,0.01300172040025689,0.06310099048075113,0.0031758612598305463,0.9943074285631586,0.00015686326728227016,0,0,0,0.0,0,0,0,0,0,2,74.71967033110559,-84.5259827006218,0,-85.54141585947488,-6775.358620786748,0.0007799866316535731,0,-84.5259827006218,-85.56052793970544,-85.54141585947488,0.07850680300658935,12.541944206522402,True
v23_attention_plus_pin_memory_plus_optimizer_plus_gradient_accumulation,0.44636479910374716,0.0,6511.576853622915,0.0,0.02226194531537534,0.40601546897878293,0.018087384809588877,0.9945863186486535,0.0,0,0,0,0.0,0,0,0,0,0,1,408.0114646939328,-12.876122303332371,0,-21.047990891358744,-1407.2132519750157,0.0010588767171485491,0,-12.876122303332371,-17.770558800140847,-21.047990891358744,0.10657750077743192,2.2281916509672732,True
v24_inference_engine_plus_grad_cpting_plus_lora_plus_fp16,0.06884730236371882,0.0,1692.4703102081548,0.0,0.006768557956508705,0.05737772617991865,0.004701018227291449,0.9530365455431422,0.0,0,0,0,0.0,0,0,0,0,0,1,54.04985960712656,-86.56201393361222,0,-89.54111495071895,-6226.319795389776,-0.040490896388362785,0,-86.56201393361222,-78.62716036618122,-89.54111495071895,-4.075468344351406,13.842757999554879,False
v25_gradient_accumulation_plus_fp16_plus_checkpointing,0.6887273851762249,0.0,10279.575371463085,0.0,0.016107015047546174,0.6440663399748816,0.02855403015379723,0.9946956699851771,0.0,0,0,0,0.0,0,0,0,0,0,1,496.2420774650527,34.42950831454887,0,-3.974980091547152,2360.7852658651536,0.0011682280536721157,0,34.42950831454887,29.8124490532496,-3.974980091547152,0.11758387381841989,1.4442516609538678,True
v26_pruning_plus_seq_lngth_plus_torch_compile,0.09855706169627702,0.0,1447.2362352700436,0.0,0.015543842354786154,0.07899345097248833,0.004019768369002526,0.9909454792883914,0.0,0,0,0,0.0,0,0,0,0,0,1,121.14631953393108,-80.76310361701799,0,-76.5576554803522,-6471.553870327887,-0.002581962643113611,0,-80.76310361701799,-81.72402329180353,-76.5576554803522,-0.25987834197050946,10.05453553741471,False
v27_torch_compile_plus_fp16,0.27672519375936966,0.0,4093.4495156381167,0.0,0.01967737610327718,0.23431450161811718,0.022733316037975276,0.9938108792339553,0.0,0,0,0,0.0,0,0,0,0,0,1,418.2216847820091,-45.9872911459707,0,-19.07226849346059,-3825.340589959814,0.00028343730245028453,0,-45.9872911459707,-48.30713453631779,-19.07226849346059,0.028528381853173315,3.591327792503554,False
v28_pruning_plus_torch_compile_plus_fp16,0.13476812411164774,0.0,2066.4573086118326,0.0,0.011120745826589548,0.11790756543708625,0.005739812847971915,0.9928743755472044,0.0,0,0,0,0.0,0,0,0,0,0,1,210.28277180006265,-73.6952340639579,0,-59.30936076268606,-5852.332796986098,-0.0006530663843006268,0,-73.6952340639579,-73.90438083273582,-59.30936076268606,-0.06573209322039542,7.367279036433454,False
v29_attention_plus_pin_memory_plus_optimizer,0.3559546983172056,0.0,5535.841994711198,0.0,0.021087492843314105,0.3194901894808382,0.015377015993053402,0.9935241486929396,0.0,0,0,0,0.0,0,0,0,0,0,1,342.50882932404056,-30.52285112085107,0,-33.72303831494806,-2382.948110886733,-3.2932385654049767e-06,0,-30.52285112085107,-30.092325710239315,-33.72303831494806,-0.0003314693109032429,2.7911533501029115,False
v30_optimal,0.02745502561148453,0.0,537.1608654248994,0.0,0.0160640097753642,0.009899183752676066,0.0014918320834442663,0.953678919802555,0.0,0,0,0,0.0,0,0,0,0,0,1,37.77903685788624,-94.64118071510855,0,-92.68959056246861,-7381.629240173032,-0.03984852212894996,0,-94.64118071510855,-93.21662958277969,-92.68959056246861,-4.010812429245127,34.73604189258625,True
