variant,run_id,stage,kwh,duration
V3_quantization,ecea28ec-3dc8-431d-9e3a-8e5498b6c89a,load_dataset,4.7533128600304526e-05,2.8302885150769725
V3_quantization,ecea28ec-3dc8-431d-9e3a-8e5498b6c89a,tokenize_dataset,0.0005416945538594,17.32943017303478
V3_quantization,ecea28ec-3dc8-431d-9e3a-8e5498b6c89a,load_model,5.222950034253823e-05,1.4442726830020547
V3_quantization,ecea28ec-3dc8-431d-9e3a-8e5498b6c89a,train_model,0.4408247389323841,10965.089805307916
V3_quantization,ecea28ec-3dc8-431d-9e3a-8e5498b6c89a,save_model,7.549270403417463e-06,0.2312279139878228
V3_quantization,ecea28ec-3dc8-431d-9e3a-8e5498b6c89a,evaluate_model,0.0437788490607022,642.8092490369454
v19_layer_pruning_8_bottom,20ef0bba-8549-4010-b839-a529c7637d58,load_dataset,5.36774806825169e-05,3.242027530097402
v19_layer_pruning_8_bottom,20ef0bba-8549-4010-b839-a529c7637d58,tokenize_dataset,5.22544603420304e-06,0.1837470359168946
v19_layer_pruning_8_bottom,20ef0bba-8549-4010-b839-a529c7637d58,load_model,2.5024649832757323e-05,0.7446284900652245
v19_layer_pruning_8_bottom,20ef0bba-8549-4010-b839-a529c7637d58,train_model,0.3100993506266415,4925.098192856996
v19_layer_pruning_8_bottom,20ef0bba-8549-4010-b839-a529c7637d58,save_model,2.7134620670277165e-05,0.6206373879685998
v19_layer_pruning_8_bottom,20ef0bba-8549-4010-b839-a529c7637d58,evaluate_model,0.0291818663074923,336.7820485229604
V1_gradient_checkpointing,d5ef2878-3601-4b11-94e3-27907085f316,load_dataset,2.684037902234669e-05,1.4394705700105987
V1_gradient_checkpointing,d5ef2878-3601-4b11-94e3-27907085f316,tokenize_dataset,4.50609037506481e-06,0.1877072899951599
V1_gradient_checkpointing,d5ef2878-3601-4b11-94e3-27907085f316,load_model,2.5482808622497623e-05,0.752228480996564
V1_gradient_checkpointing,d5ef2878-3601-4b11-94e3-27907085f316,train_model,0.6250655901929794,9922.812076718954
V1_gradient_checkpointing,d5ef2878-3601-4b11-94e3-27907085f316,save_model,4.028225870400526e-05,0.915188618004322
V1_gradient_checkpointing,d5ef2878-3601-4b11-94e3-27907085f316,evaluate_model,0.0444723871569648,517.5256655230187
v11_torch_compile,15e9d1af-9b47-4692-a474-ed4be047ba3d,load_dataset,5.579440098702256e-05,3.325240691076033
