timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-19T07:33:17,variants_train,52d7c563-a344-4bc5-b07d-ef83fe0432dc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,255.44207031209953,0.1837977985154081,0.0007195282996682717,87.79833535036036,0.0,10.0,0.01168958178888017,0.24577417773029708,0.012006269329805056,0.2694700288489823,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N,1.0
