timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-17T02:28:58,variants_train,555a531e-fddc-4e81-9a41-cd39573fa145,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,517.03418654087,0.3492959980652966,0.0006755762136391841,84.08089990049974,0.0,10.0,0.019289586407490112,0.4707900838539878,0.02203093952691351,0.5121106097883914,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N,1.0
