timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-11T13:00:39,modernbert_lora_train,475e7939-7740-47ac-8db3-53928ed296e7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.05240735807456,0.00035734367944454445,4.437724813887087e-05,82.70551974678362,270.800186469115,10.0,0.0003022140576043886,0.00018252403490492952,3.917140143845852e-05,0.0005239094939477767,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N,1.0
