task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_dataset,2025-06-11T12:58:53,modernbert_lora_train,a74c888c-82c1-48dc-bcd5-a134fb51a2c0,1.747117382939905,2.3013463024781583e-05,1.3170925547844377e-05,18.710200062807527,22.203236516425687,10.0,1.816082786198353e-05,1.0777230841085839e-05,4.802489852429265e-06,3.374054855549863e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
tokenize_dataset,2025-06-11T12:58:53,modernbert_lora_train,a74c888c-82c1-48dc-bcd5-a134fb51a2c0,0.3081652498804033,3.9589025172329095e-06,1.285019311045058e-05,39.74515075342691,18.713517506694608,10.0,3.3986163300026018e-06,1.6011123911141567e-06,8.045060637717446e-07,5.804234784888506e-06,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
load_model,2025-06-11T12:58:55,modernbert_lora_train,a74c888c-82c1-48dc-bcd5-a134fb51a2c0,1.3800522710662335,3.1266094559119075e-05,2.2656713215741492e-05,59.37988445250871,30.710205072037436,10.0,3.0285645339609563e-05,1.1772231637507957e-05,3.7820377057263014e-06,4.583991468284383e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
train_model,2025-06-11T12:58:57,modernbert_lora_train,a74c888c-82c1-48dc-bcd5-a134fb51a2c0,2.790760728996247,7.620203612882645e-05,2.7305831140168808e-05,79.80506019719897,52.81241472094401,10.0,6.308353963345795e-05,4.093836608731749e-05,7.69958953023888e-06,0.00011172149525101434,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
save_model,2025-06-11T12:59:05,modernbert_lora_train,a74c888c-82c1-48dc-bcd5-a134fb51a2c0,8.119652408873662,0.00022296314693475797,2.7460002740314704e-05,81.60143890778804,51.637159154010924,10.0,0.00018792734173064124,0.00011646259316933083,2.250127991363923e-05,0.0003268912148136113,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
