timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-26T02:56:12,codecarbon,bd610519-83cd-43b5-88d1-a6acd7d2d52a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0043774850200862,1.3384988597207183e-05,1.3326651380421475e-05,36.000000000000014,25.349096116741453,54.0,5.025592960882933e-06,7.066116761933472e-06,7.532318924786522e-06,1.9624028647602926e-05,Canada,CAN,nova scotia,,,Linux-5.4.0-204-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2154235839844,machine,N,1.0
2025-05-26T03:06:20,codecarbon,b2960971-38e3-4fd1-b5c7-fa2bbb5e3432,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0037408470000031,1.0372134545263797e-07,2.7726700785290605e-05,180.0,0.0,54.0,1.219105000004106e-07,0.0,3.015766500013228e-08,1.520681650005429e-07,Canada,CAN,nova scotia,,,Linux-5.4.0-204-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2153968811035,machine,N,1.0
2025-05-26T03:11:10,codecarbon,5d260a4b-230a-4abc-8ff3-0a45edbff9a2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0035455270000284,9.651637293988708e-08,2.72220104202037e-05,180.0,0.0,54.0,1.1337960000048497e-07,0.0,2.8125195000257013e-08,1.4150479500074197e-07,Canada,CAN,nova scotia,,,Linux-5.4.0-204-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2153968811035,machine,N,1.0
2025-05-26T03:46:21,codecarbon,6d1af2bc-214c-45e6-a72d-a4d9b3c0d237,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0014712149999809,5.4991344620206434e-08,3.737818376030644e-05,180.0,0.0,54.0,6.681679999900325e-08,0.0,1.3807229999969195e-08,8.062402999897244e-08,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,,,-63.5822,44.6344,755.2023277282715,machine,N,1.0
2025-05-26T03:49:00,codecarbon,14eb7a30-accd-418f-83e2-ac3d34c84a90,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0014836889999969,5.419323923943828e-08,3.652600999235649e-05,180.0,0.0,54.0,6.653224999979557e-08,0.0,1.2921659999278744e-08,7.945390999907432e-08,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,,,-63.5822,44.6344,755.2023277282715,machine,N,1.0
2025-05-26T03:54:21,codecarbon,864d9bbc-dd87-4d8f-a5d1-24a90842dbbc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.8828538110000181,3.913471736399016e-05,4.4327517054790575e-05,180.0,0.0,54.0,4.413875485000176e-05,0.0,1.3237522244999123e-05,5.737627709500088e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,,,-63.5822,44.6344,755.2023277282715,machine,N,1.0
2025-05-26T15:02:49,codecarbon,5669ff3b-a34e-4f1e-bdf1-ba1957d2475b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.377420968000024,6.326666388697293e-05,4.593124785869517e-05,180.0,8.588238315126903,54.0,6.882980755001426e-05,3.28416929400166e-06,2.0642682270006387e-05,9.27566591140223e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2022857666016,machine,N,1.0
2025-05-26T15:09:21,codecarbon,0143e3c5-819c-4c2e-ade9-4e6519823a10,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9812805960000331,4.749188585634302e-05,4.83978650448535e-05,180.0,21.68265581210695,54.0,4.902270335001049e-05,5.9055602800017065e-06,1.4700643545002092e-05,6.962890717501429e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2022857666016,machine,N,1.0
2025-05-26T15:15:08,codecarbon,74f9bc2d-c27f-4e8d-9457-515b81a76467,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9794802840001466,4.7293748222134616e-05,4.828453312912987e-05,180.0,21.08416281403463,54.0,4.893226025001241e-05,5.731949029997088e-06,1.4674203915003544e-05,6.933841319501304e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.1,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2022857666016,machine,N,1.0
2025-05-26T15:23:19,codecarbon,38124237-08be-42e5-8013-c242e43e940c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9737362400001076,4.7016342450747005e-05,4.828447429536136e-05,180.0,21.087318449462668,54.0,4.864506720000463e-05,5.699171226000027e-06,1.4587464015003209e-05,6.893170244100786e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2022857666016,machine,N,1.0
2025-05-26T15:24:52,codecarbon,d98f35f0-27e0-4618-a149-928c007aa0c9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9527186530003746,4.6082752397598174e-05,4.836973880218555e-05,180.0,21.54673829810946,54.0,4.759391520001372e-05,5.69750455800197e-06,1.42715256000065e-05,6.756294535802218e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2022857666016,machine,N,1.0
2025-05-26T15:33:23,codecarbon,46dc7c5e-1939-4df5-989d-bcb602a6cb4e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.348936804999994,6.245659888280088e-05,4.630061145288505e-05,180.0,10.55178433189568,54.0,6.740295214999961e-05,3.951392049999971e-06,2.021466064500004e-05,9.156900484499962e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2022933959961,machine,N,1.0
2025-05-26T15:40:57,codecarbon,d2e7a95d-a4fb-4d23-865b-ed85b1dfbaec,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.347971667000003,6.27085507694166e-05,4.6520674213411685e-05,180.0,11.696642837795611,54.0,6.735846294999987e-05,4.377225723999946e-06,2.0202708420000024e-05,9.193839709399984e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023162841797,machine,N,1.0
2025-05-26T15:42:48,codecarbon,9427b87f-f25b-438a-9617-f36ff5e576a8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9608971110000084,4.643505763954076e-05,4.832469273553717e-05,180.0,22.45656512453332,54.0,4.778737560000082e-05,5.962226992000047e-06,1.4329865295000133e-05,6.8079467887001e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023162841797,machine,N,1.0
2025-05-26T15:43:29,codecarbon,e059afa9-a703-40c0-a42e-4d5b3a250e89,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2786424530000033,1.3105973536613064e-05,4.703509244735549e-05,180.0,15.09295153751967,54.0,1.388807394999958e-05,1.1647231540001194e-06,4.162161375000011e-06,1.921495847899971e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023162841797,machine,N,1.0
2025-05-26T15:50:13,codecarbon,36298453-c168-40ef-8bca-ce0eb67b1a32,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3401351320000003,6.252664248112661e-05,4.665696838184718e-05,180.0,12.432394045795954,54.0,6.696344404999976e-05,4.625281477999943e-06,2.0082971790000028e-05,9.167169731799974e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,machine,N,1.0
2025-05-26T15:52:12,codecarbon,bb83c94a-22a8-4a2a-a239-c5bd1f280659,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9531013160000156,4.612757415660416e-05,4.839734599275635e-05,180.0,21.684824025761223,54.0,4.761350000000135e-05,5.736393477999858e-06,1.4278766055000036e-05,6.762865953300123e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,machine,N,1.0
2025-05-26T16:05:41,codecarbon,40d46612-75f0-4ba5-8d4a-f52cca695f04,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9563352320001286,2.805857273203369e-05,2.933968319179306e-05,77.98568497198045,23.064765053939368,54.0,2.069288238762748e-05,6.122227120000656e-06,1.4322186285000954e-05,4.113729579262909e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1.0,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,machine,N,1.0
