task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_dataset,2025-06-19T19:40:48,variants_train,0b18e194-fb9d-478d-8d0f-8bb635762cd8,1.691217492101714,2.0192221407395414e-05,1.19381746807408e-05,14.191269683414944,24.75455754489313,10.0,1.3334074278363237e-05,1.1631398194822395e-05,4.638791174834802e-06,2.9604263648020435e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
tokenize_dataset,2025-06-19T19:40:48,variants_train,0b18e194-fb9d-478d-8d0f-8bb635762cd8,0.244764334987849,4.1868194949641675e-06,1.711340735554184e-05,56.93852293252551,24.158442503914724,10.0,3.8669608713442355e-06,1.6419457580241215e-06,6.294822915353705e-07,6.1383889209037266e-06,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
load_model,2025-06-19T19:40:49,variants_train,0b18e194-fb9d-478d-8d0f-8bb635762cd8,0.8173256311565638,1.9036780687631896e-05,2.3293559949493808e-05,88.3968876130205,24.796047869283264,10.0,2.006241716103266e-05,5.628893390507983e-06,2.218935830751434e-06,2.7910246382292073e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
train_model,2025-06-19T21:02:56,variants_train,0b18e194-fb9d-478d-8d0f-8bb635762cd8,4926.6160830711015,0.21208014597198682,4.304783285395479e-05,88.3798319340427,212.8104806495853,10.0,0.006018229524301989,0.2912321863188936,0.01368498988516383,0.31093540572835937,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
save_model,2025-06-19T21:02:56,variants_train,0b18e194-fb9d-478d-8d0f-8bb635762cd8,0.6206728219985962,1.879691519840465e-05,3.0288449014763056e-05,80.89405953213115,69.3573443247966,10.0,1.393719392752367e-05,1.195278734655858e-05,1.6685929944901257e-06,2.7558574268560232e-05,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
evaluate_model,2025-06-19T21:08:37,variants_train,0b18e194-fb9d-478d-8d0f-8bb635762cd8,340.5633723021019,0.02012704192211351,5.909927016207689e-05,80.9222498372882,211.4228682425546,10.0,0.008562010166547097,0.020000741278352052,0.000945951114135743,0.029508702559034927,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N
