timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-03T22:39:36,variants_train,e93c715a-f653-49d7-ae0b-4f68dd834277,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7688470300054178,8.02048804731594e-05,0.0001043183849882261,86.45995398031083,92.57062147726259,10.0,7.143400409160183e-05,3.1677247564587674e-05,1.4478902467009093e-05,0.0001175901541231986,Canada,CAN,nova scotia,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.11,3.0.2,128,AMD EPYC 9554P 64-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-63.5822,44.6344,755.2023086547852,process,N,1.0
